Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
sample086,0.0396571462023432,0,0.0164185821731226,0,0,0.307947424376849,0,0,0,0,0.0610277090836826,0,0.0377826142700881,0.216302535508772,0,0.0750443029761852,0.0706641875326187,0.0865429342745994,0,0.00854633130691461,0,0.0800662322948249,0,0.103096362202438,1.04598990365418
sample087,0.0783730951491034,0.0673492655166278,0,0.0149357553277254,0,0.252964026755852,0,0,0.0362588029195272,0,0.024797677133571,0.012183847742037,0.0190540151479248,0.0549385979556986,0.0139276023876938,0.151518913557754,0.081651162576844,0.0772990816639676,0.0793200618030756,0,0,0.0354280943625984,0,0.194089228413525,0.997536032338283
sample088,0.0327873119814789,0,0,0.00592350796176083,0,0.205948104563193,0.00814982503090726,0,0.016381243983264,0,0.0412235590498267,0,0.100722134382885,0.123982219285993,0.0286136452279431,0.380335584273354,0,0.0314901148005911,0.0244427494588033,0,0,0,0,0.285189667075873,0.970385879758812
sample089,0.0603627762661825,0.0553706015598178,0,0,0,0.280744691760915,0.0204520865019625,0.0109161158033518,0,0,0.0778929099872479,0,0.0215149291207648,0.141999315424191,0.102529929108468,0.183851195237277,0.0134729836646394,0,0,0.000137051432132185,0,0.03075541413305,0,0.16220357709907,1.01986814530505
sample090,0.112405330100592,0,0,0.047805152809846,0,0.135464251431165,0,0,0.0328328479755617,0,0.00355320778410099,0.00647260016114951,0,0.2180840760221,0.0255345479786957,0.294594408554568,0,0.0415540435730608,0.0808851896994373,0,0,0.00081434390972288,0,0.199150231555919,1.00807256430241
sample091,0,0,0,0.0131102137019245,0,0.266045494003272,0,0,0,0,0.0451420701854394,0,0.0691162267550086,0.402728017436067,0.0245948063528624,0.117310052669797,0,0.0520718931612928,0.00468643434147601,0,0,0.0051947913928607,0,0.105549357068471,1.07316839358741
sample092,0.0100692174096601,0,0.0401819907765924,0,0,0.281424302305789,0,0,0,0,0.0563611596158267,0,0.0354565240658873,0.205305167409319,0.0484359704530425,0.215162813776923,0.0305738265749824,0,0.056280333289456,0,0,0.0207486943225218,0,0.107314091729736,1.04153569735511
sample093,0.1043049392394,0.00199203544835853,0,0.0568773654026155,0,0.416791292172477,0,0,0,0,0.0400638930030471,0.00803168948407573,0.0462228760622278,0.0128038193827927,0.0514422039656787,0.197692154861883,0,0.0164047535874876,0.0429558830871851,0,0,0.00441709430277147,0,0.227890462626808,0.995733246584502
sample094,0,0.0356138487196093,0.011795765219956,0,0.0605321043487647,0.393982435359085,0.00230031613850787,0,0,0,0.0262293811741923,0.00139907285979902,0.0485048343727389,0.117706355279077,0.00809404793082954,0.156142604866046,0.0210023147196802,0.0269089275094231,0.0589898759863336,0,0.0282323293716176,0.0025657861443399,0,0.110102792410609,1.04186431936154
sample095,0,0.024206122495428,0.0309170520362115,0,0,0.329621817411812,0,0,0,0,0.0569007831409491,0,0.0460244058970999,0.072935410069782,0,0.300798642657437,0,0.0672669186861454,0,0.0194253830783013,0.0425152711680245,0.00938819335880938,0,0.0364784341428102,1.06675486789828
sample096,0.0693830704658575,0.016550102498565,0,0.0395111804021526,0,0.202762038028978,0.0318674097662238,0,0.00618729655977515,0,0.0524628686765672,0,0.0252506242576634,0.134457368045397,0.151324889392642,0.187944140569996,0.0105883323213416,0,0.0583519701119169,0,0,0.0133587089029243,0,0.162153054728672,1.02098185373749
sample097,0.0791863968478491,0,0.030725934621232,0,0,0.295937546486545,0.0111515924373465,0,0,0,0.0352384161748561,0,0,0.0958333062408331,0.0446477059920614,0.353328370089593,0.00386483353986843,0,0.0317205255792387,0,0,0.0183653719905763,0,0.171980965812398,1.01540407394272
sample098,0.0475666707223443,0.0468818342934817,0,0.131579883219193,0,0.24337350604706,0,0,0,0,0,0,0.0274031410076186,0.122579022089956,0.0256974196860016,0.238006945302461,0.0039372572345901,0,0.103962787355527,0,0,0.009011533041766,0,0.17512185665396,1.01205834646628
sample099,0.269626366675248,0,0.0385349296438185,0.0698833408765445,0,0.176815402553064,0,0.0125854152930198,0.0434359078226239,0,0.00484215046224226,0.0302852731246029,0.0289243652921078,0.0905913701106321,0.020551104232985,0.12153198012956,0,0.0315170429445393,0.0608753508390124,0,0,0,0,0.377601586831326,0.92773687074533
sample100,0.128621200227723,0,0.0441323687109612,0,0,0.263578339392318,0,0,0,0,0.0217356678141833,0,0.0390389458916903,0.151035888197241,0.00287172721597834,0.238946703789302,0,0.0138718998257419,0.0852806730637453,0,0,0.0108865858711156,0,0.18479849978621,1.00731079923266
sample101,0.0386523194671969,0.00287183322969715,0.0243748933534698,0,0,0.318079451635446,0.0110903768818687,0,0,0,0.0528551174995549,0,0.0161778099706392,0.072110273841498,0.107356410633107,0.118431039321917,0.0362998930097475,0.0181143321366626,0.0926588413258411,0,0.0175151056856506,0.0734123020077041,0,0.107471524504057,1.03504257428393
sample102,0.0856161674451148,0,0.0157540503788316,0.0695030360554362,0,0.130458846474081,0.00443121965926671,0,0.0271317706099387,0,0.0222142014311918,0,0.170699586037852,0.357296346360301,0,0.0815729575539986,0,0.0217916389429943,0,0.0135301790509927,0,0,0,0.348674608381262,0.94484744567506
sample103,0.0191644827888892,5.93858299913656e-05,0.0335720202342581,0.0206354451310412,0,0.229127970572278,0,0,0,0,0.0249667064057514,0.0342021699704606,0.258874740071392,0.0535724345452565,0,0.128856743642112,0.0326823060442929,0.0157880224528205,0.126694049483518,0,0.0218035228279382,0,0,0.137080289801517,1.02145224583167
sample104,0.0109224448276738,0,0.0131000201590999,0.0366892576297329,0,0.225758964947847,0.0585371972440682,0,0,0,0.0718676307546882,0.00294165422604318,0.0164246479783173,0.193798422199181,0.106982775916826,0.206723499452358,0,0,0.039374491843799,0,0.0168789928203656,0,0,0.0966492227823669,1.04943978555759
sample105,0,0.0158028140393508,0.161042791288689,0,0,0.371834862018235,0,0,0,0,0.0167723419961549,0.0478214696410035,0.0140601828859923,0,0.00711337635040926,0.199292928942724,0,0.00240900468176638,0.147868711164245,0,0.0159815169914303,0,0,0.271177878310239,0.975240241754037
sample106,0,0.00321887317086215,0.0215728291766882,0,0.0357735405662623,0.257786147436396,0,0.00509562986371558,0,0,0.0539345349536997,0,0.0346562956668484,0.0595589303122378,0.00350405920577242,0.25148380971386,0.0159862978637544,0.105146618056152,0.050744990292816,0,0.0863796837105409,0.0151577600103938,0,0.0401287354870515,1.05856061660885
sample107,0.104038493160622,0,0.0131008833792393,0.138407775022136,0,0.239212554003463,0,0.00815950346417562,0.0453102800655733,0,0.0232243132153643,0.0133774311232983,0.0214911383567208,0.0839754298557582,0.0460363158436552,0.173421525046199,0,0.0498780409206079,0.0366591528230878,0,0,0.00370716372009967,0,0.200808337904254,1.00434344461817
sample108,0.044621833020602,0,0,0.0180689157692134,0,0.339534400366285,0,0,0,0,0.0298252884946348,0.012533711022047,0.115186719177388,0.0631225031241985,0.0264228765847901,0.216471363071288,0.0533357622579919,0.0157517631193261,0.0628219292804755,0,0,0.00230293471175979,0,0.148085591099073,1.01956715296118
sample109,0.0822814095752145,0,0.00620566333403399,0.0664909129253713,0,0.293708915163403,0.0313955073158993,0,0,0,0.0446575556393153,0,0.0360926589600492,0.0427984577287206,0.0229380581948204,0.24550781664445,0.0271526656936537,0.0224527504184909,0.0607890272159106,0,0,0.0175286011906678,0,0.213512915153399,0.993315764029665
sample110,0,0.0183646123379587,0.0366804544429228,0,0,0.261441359086061,0.00326711436703065,0.00871618176053233,0.00364720864134097,0,0,0,0,0.117938921356428,0,0.0919886663123182,0.00292976850317893,0.0289136336439882,0.05851735243153,0,0.0371485047077575,0.330446222408952,0,0.129390166461875,1.0661504999617
sample111,0.0434571260296451,0,0.0197251204688861,0,0.00176777625892929,0.216603436576618,0.0210759637756962,0.0161105350101695,0,0,0.0328220392214687,0,0.000489145680115412,0.107933890910181,0.103634747358926,0.189962562029401,0,0.175175254329613,0.0596723771845109,0,0,0.0115700251658394,0,0.114131530216269,1.04550630812518
sample112,0,0,0.00431801610690627,0.00108086617256684,0,0.144236189886303,0,0,0,0,0.00498104929810795,0.0282568917274748,0.132305127705347,0.0951097411625996,0.0826716485500675,0.31108391397933,0,0.0671644945139144,0.075481496089623,0,0.0116859712676336,0.0416245935401254,0,0.202545544599134,1.00671782913438
sample113,0.017704028075048,0.00145311493044932,0.0024079543618564,0,0,0.416509423584457,0.00904081099352064,0,0,0,0.0363722937477876,0,0.0138133475107508,0.019862363235813,0.0934306898528711,0.179844603866534,0.0772384880683051,0,0.0711836216819607,0,0.0275801428496128,0.0335591172410341,0,0.123494644565297,1.03344960081982
sample114,0.0944352140974903,0,0,0.0503851126422993,0,0.166263281096057,0,0,0.0181192795540084,0,0.0317964438998893,0,0.0232013720509223,0.140625777767511,0.0384698120207677,0.341893586477094,0.0239862182873517,0.0421826427225333,0.0285385132969368,0,0,0.000102746087139587,0,0.191958569363322,1.00886634514002
sample115,0,0.0409674838449412,0.00154419746915285,0.015907491785668,0,0.28273324301714,0,0,0.0353687724651558,0,0.0337440787596257,0.00202782359101702,0.0114974216838879,0.200049628120359,0.00569893345988832,0.266883815817609,0,0.0731367757356588,0.0261272167102815,0,0,0.00431311753961456,0,0.100610810154786,1.05164842444962
sample116,0.0611933466499914,0,0.188622552401956,0.0243799550198285,0,0.239141407033432,0.0189081255280247,0,0,0,0.0537158683709509,0,0.0419155475429054,0.0432636592902953,0.043679908327489,0.254586267274947,0,0,0.016444829882819,0,0.0141485326773609,0,0,0.355864925447317,0.93801999153783
sample117,0.064079748279611,0,0.00248037978240497,0.0380830757150426,0,0.37262817575944,0.0229455903437726,0,0,0,0.0555704434666311,0,0.0344415108543923,0.0188704820101894,0.0616582919619474,0.220202770455309,0.0485210235749556,0.0261238065365694,0.0339610732981102,0,0,0.000433627961623648,0,0.140340698639192,1.02712930501058
sample118,0.0664903747707553,0,0.0113841682814978,0.0780755554403749,0,0.175720893853029,0,0,0.0432208956997847,0,0.0121572690047326,0.00714396376580664,0.111220697707353,0.197728686078163,0.0219095654225152,0.18892002162462,0,0.00889326725290282,0.0771346410984656,0,0,0,0,0.168134229981767,1.01432226543934
sample119,0,0.0358937604170018,0.0268474572717487,0,0,0.284221568711487,0,0.0104561692478219,0,0,0.0705187027007926,0.00383130161638592,0,0.322732692925196,0.0622518405408891,0.0893662242991537,0,0.00302718877373931,0.0273089147928634,0,0.00174940209455231,0.0617947766083686,0,0.0201792426905566,1.09233090322213
sample120,0,0.0108248219858157,0.0150361183599647,0,0,0.254915646517853,0,0,0,0,0.030506638401133,0.00756961753951629,0.0887494532744994,0,0.0763524603865671,0.39503319529625,0.0427226154156119,0,0.078289432822789,0,0,0,0,0.150252336347152,1.02299425207185
sample121,0.0563663819105129,0.0357229187128887,0,0.0176716811692618,0,0.193077110302756,0,0,0.0730660273164328,0,0,0.0929727120916364,0.00678093110726512,0.291297642045952,0.0211596246594019,0.0911183565707027,0,0,0.12076661411319,0,0,0,0,0.0438532383785404,1.07460121579751
sample122,0.0685394093789185,0,0.0102677519543657,0,0,0.220130296514174,0,0,0.00329748058744846,0,0,0.0129755026586303,0.0279798446204568,0.389054043906541,0,0.184943690740515,0,0,0.0828119796389511,0,0,0,0,0.181961017065784,1.0323124580859
sample123,0.219385752722626,0,0,0.065889936257751,0,0.28134801780886,0,0,0.0287857045309976,0,0,0.0331479606763616,0.0228180835233706,0.0623698417904086,0.0510940527846544,0.159659773977229,0,0,0.0755008759277413,0,0,0,0,0.306818430404422,0.959209108791394
sample124,0.0506249691367179,0.0104001202288578,0.024985065160521,0.0458022962014293,0.0935665461620256,0.312106677857053,0,0,0,0,0.0332424893727971,0.049099091856277,0.0343186069484281,0.130879105860028,0.0106630033087959,0.108930158833976,0.0154567956242723,0,0.079925073448821,0,0,0,0,0.0187386969284476,1.08220485217313
sample125,0.167273843843702,0,0.0960842993053062,0.0837005498880091,0,0.0838882776337316,0.000887309005782479,0.0122073104790518,0.0371672065273879,0,0.00149977132286677,0.00882526543221752,0.059546400573372,0.0479722206346403,0.0122129788575138,0.268911791831404,0.0327036519711492,0.0057644584203836,0.0712961545926233,0,0,0.0100585096808587,0,0.478717527440725,0.879324940030579
sample126,0,0.015013470690482,0.00220270009082952,0,0,0.17092028581877,0,0,0,0,0.0287813808441222,0,0.025149157028281,0.292638298045602,0.0138586042833321,0.337011945375497,0,0.0380470869407296,0.00374053103042929,0,0.0615025770679195,0.0111339627840056,0,0.264213123553314,0.993678873344815
sample127,0.0690005640847435,0,0.000869720017412635,0.0245619456556152,0,0.353596144701028,0.0181137888613068,0,0,0,0.0716157780003469,0,0.0891469690232945,0.0158264640364207,0.015639735899719,0.188250105508337,0.049835474906909,0.0508794660270259,0.0504751406401997,0,0,0.00218870263764108,0,0.102813302791751,1.03698890594635
sample128,0.0192608562431603,0.00147444909036608,0.00687079404813211,0.0771970005159281,0,0.144866865849796,0,0.0229912631932513,0.0344233488597492,0,0,0.0511029168872759,0.0839937076544817,0.0859513575605309,0.028159817012811,0.303041611047591,0,0.00694460437224302,0.110404122299945,0,0.0207553840794337,0.0025619012853039,0,0.0233724554775504,1.06867332233897
sample129,0.0409382796071525,0,0,0.00735823516562233,0,0.119392213276815,0,0,0.0241424808337373,0,0,0.0136462864268985,0.0994504446065083,0.478404110426654,0.0101301272098407,0.143417022914876,0.0156016300928767,0.0135093413566732,0.0340098280823457,0,0,0,0,0.406146819109549,0.925569720337831
sample130,0.107768525203358,0,0.147055198399604,0.0846071077775936,0,0.269693710040295,0,0.0158582770421037,0.0605626839178629,0,0,0.0827127342499258,0.0278673668243515,0.100217743030404,0.0134207237239452,0.0508372895230321,0,0.00323953374818979,0.0129320526364068,0,0,0.0232270538829269,0,0.293658018070551,0.974188154213233
sample131,0.0506286066057314,0,0.0196716055259655,0.109585007927991,0,0.234395030199303,0,0.00793372538482507,0.0158355266660639,0,0,0.078554036310311,0.0649929122250141,0,0.0502153557010949,0.199710948535126,0,0,0.168477244918574,0,0,0,0,-0.00878010228617001,1.08378551449949
sample132,0.0188266392443961,0.0195036425061153,0.006969722244337,0.00735033733779695,0,0.15474658491006,0,0,0.0360831478388664,0,0.0111245707101977,0.0019378175610181,0.180603733717728,0.287072911408689,0,0.175699981044716,0.0333133567089752,0.0340128648374354,0.0313684567255436,0,0,0.001386233204125,0,0.189472736066691,1.01814131765681
sample133,0.00206749996879752,0.0110826972036948,0,0.0739911427727801,0,0.13118320378785,0,0.0101503980737138,0.0197672162036801,0,0.0196878003068103,0.00263665347787044,0.0379350659453484,0.142909867436445,0.0681375039509337,0.322645809378123,0,0.0975143096048889,0.0602908318890645,0,0,0,0,0.159771024679095,1.02579944583292
sample134,0.0320029192426048,0,0,0.0568167287520273,0,0.184564726390592,0,0,0.01545034565614,0,0.0302431652125095,0,0.0661859171527931,0.0766778794107882,0.0200162027640774,0.397320636585227,0.00564690195487855,0.012558346707298,0.102516230171064,0,0,0,0,0.157931346878257,1.02165588426112
sample135,0.00235234905108933,0.0109083897048884,0.00127206190742675,0.0388265565142654,0,0.220042490448287,0,0,0,0,0,0.0668927704779308,0.0306766085744909,0.145823497799829,0.0011650276769153,0.309787582122254,0.0466849258311534,0.0165802987263674,0.0746438831533061,0,0,0.0343435580117971,0,0.10502052379531,1.04622737067363
sample136,0.0661758427806659,0,0.0569112555079149,0,0,0.361102096732713,0,0,0,0,0.00179447783365596,0.0359292716293996,0.0277258570373065,0,0.0234946489840937,0.268750586015441,0.0280914651536347,0,0.130024498325175,0,0,0,0,0.199867299613874,0.999126055630976
sample137,0.0410395774065092,0.112096882621939,0,0,0,0.29777322463707,0,0,0.00158874115024103,0,0,0.0538041105176174,0.00106607706937401,0.136104749343119,0.0268561955676525,0.257408367476112,0,0.0153628087702375,0.0365011125422095,0,0,0.0203981528979186,0,0.0751426929396648,1.05452128761121
sample138,0,0.0303019324784382,0.00307969695228846,0.0272780127902727,0,0.163153645065787,0.0865940483695325,0.0349439664794064,0,0,0.0566767093259753,0,0,0.141489613007835,0.0681189675007729,0.0617736552147063,0,0,0,0.0407579627906476,0.105567543695446,0.180264246328891,0,0.117631491204928,1.04329661736058
sample139,0.17241197468143,0,0.0224326272972354,0,0,0.420180115466531,0,0,0,0,0.0703150162717258,0,0.0359907339723547,0,0.0105291911851074,0.146511814428151,0.0858328019381924,0.00852443599364957,0,0.0268525306368121,0.000418758128809534,0,0,0.247379555321168,0.986570221445013
sample140,0.0596891028924017,0,0.00486036051960746,0.0798563949630952,0,0.271153109109039,0,0,0.0541888449791382,0,0,0.0450899639086529,0.0119965441077429,0.0484982046135504,0.0399714854750311,0.307904960205712,0.0350705671531887,0.000350157379012694,0.0252313460232234,0,0,0.0161389586706041,0,0.132475539474601,1.03361741471164
sample141,0.205439589935815,0,0.180123639794381,0.0778238007040652,0,0.0932316828914151,0,0,0.0423790145911048,0,0.00220685212612856,0.0278887007476923,0.0129662131516037,0.0108469651938779,0.0101312746927235,0.296693655501042,0,0,0.0300400829114188,0,0,0.0102285277587319,0,0.329937318036745,0.959501733487878
sample142,0.0430315641326072,0,0.0153867301888245,0,0,0.159562873507146,0,0,0.0127537860502045,0,0.0198358378691176,0.0147956403018536,0.0158970969877215,0.182633840416689,0,0.403057779478485,0.0464321445250805,0.0270499047283083,0.0406054132530266,0,0,0.0189573885609352,0,0.126097599103528,1.04818434647446
sample143,0.0359339975716258,0,0.0410253417143162,0,0,0.328238304785058,0,0,0,0,0.0107687960196022,0.0123613723741937,0.157181159742231,0,0.0131978300367881,0.31606234687454,0.0236510431215943,0.0123229584980185,0.0492568492620328,0,0,0,0,0.159645560625923,1.01666425973436
sample144,0.0612576932688941,0.0386744255603416,0,0,0,0.364540395827968,0,0,0,0,0,0.0316322956365676,0.0764931771996861,0.168971964201401,0.0127509618222324,0.158891162205513,0.0190061874587522,0.0261587883482396,0,0.0243440603133428,0.0172788881570613,0,0,0.198136081539682,1.00508497274271
sample145,0.163594432716574,0,0.103200476246103,0,0,0.21132932765375,0.0298188092086537,0,0,0,0.0301481857875987,0,0.0175850447076465,0.0761952814751649,0.0199559007622841,0.133112748564346,0.0627830108844806,0.0945582570161128,0.0450686868123165,0,0,0.012649838164969,0,0.396083309170726,0.917550390620429
sample146,0,0.00504837744091259,0,0.0274459345673396,0,0.189447765643121,0,0.0410824425714003,0,0,0,0.129916360202565,0.0611634347956281,0,0,0.382137027944002,0,0.0031416762543992,0,0.151983866555098,0.00863311402553388,0,0,-0.0319154783313791,1.12207530868268
sample147,0,0.016744796926671,0.0258788531652859,0.0906843083810655,0,0.310844261989054,0,0,0,0,0.0427371156012302,0.00757913351483889,0.0747426100154089,0.101755186620095,0.00560425018170988,0.127800294187936,0.00743728705472529,0.0293502586710767,0.117748320712622,0,0.0410933229782802,0,0,0.0874435228287967,1.0439990001208
sample148,0.250649373639403,0,0.121500354693007,0.0518529658153859,0,0.208146570459963,0,0,0.0192893875797456,0,0.00229116012431169,0.0203600942764935,0.0458909577666236,0,0.107112309731627,0.0640070522104308,0,0.0143620259167632,0.0563616067007778,0,0,0.0381761410854671,0,0.28082917486517,0.983209583615309
sample149,0.0275823833817018,0,0.0142171337040005,0,0,0.214704237656961,0.0353738792305852,0,0,0,0.0327144314470759,0.00794112773445434,0.000935490258052595,0.129500629778871,0.155795174309747,0.166836789742135,0,0.106642327418272,0.0855228106337785,0,0,0.0222335847043652,0,0.133539218425712,1.0408174327215
sample150,0.110993071070505,0,0.051397050095099,0,0,0.233161805995096,0.0028698571561428,0,0,0,0.0501841796910901,0,0.0402625480548838,0.140823876150109,0.0948372738285128,0.181246356868222,0.0435389343370773,0,0.0328324716930341,0,0.00501480500000489,0.0128377700602235,0,0.257758733333498,0.976493714473234
sample151,0.0796870894618988,0,0.0114440024487831,0.0710726599083361,0,0.392497449100589,0.000855521482908496,0,0,0,0.0463838173681421,0,0.0183617271366903,0.0727823471816666,0.0950492038958495,0.137824151412628,0.0318122271534371,0,0.0328669549793637,0,0,0.00936284846970704,0,0.126380816145118,1.04003253441337
sample152,0.231340298417231,0,0.115257069885488,0.048528141575692,0,0.124223025547798,0,0.0228050397751501,0.00673741153552685,0,0,0.0564516650679522,0.0239243068343177,0.0560000397245455,0.0789235968906848,0.109042055725543,0.0333606843647464,0.0174202679916393,0.0759781140400873,0,8.28262359902447e-06,0,0,0.456744799001567,0.888758072065528
sample153,0,0.0105140943729279,0.0125087060839596,0,0,0.188707919720657,0,0,0,0,0,0.0263046449628152,0.0605530920091962,0.201870797334194,0.0465952744019794,0.275580577310471,0.000828781938099321,0.0696500601235912,0.0812269756323301,0,0,0.0256590761097797,0,0.145961997353178,1.03127483149701
sample154,0,0,0.0204384830873676,0,0,0.343483957730995,0,0,0,0,0.00957958782625163,0.00981630081790236,0.155220762779131,0.0295174569856565,0,0.210918906347944,0.0752578157059245,0.0322032852039977,0.108114830574173,0,0.00544861294065675,0,0,0.112296205408158,1.03179325387094
sample155,0.0469477983023571,0,0.0510890263766377,0,0.0022496876503799,0.329937495561196,0,0,0,0,0.0309933871852296,0,0.00355428191602434,0.123636126549225,0.00642012397085824,0.269655550670274,0.107390769860546,0.0013417457423975,0.0267840062148742,0,0,0,0,0.188128953436977,1.00862061120638
sample156,0.120347425981976,0,0,0.0182767056223281,0,0.2698770231826,0,0,0.0121886179418765,0,0.0276111382299399,0,0.00668383455286327,0.130116096036978,0.067277487961294,0.27062298868944,0.0141648055311859,0.00245975461306363,0.0603741216564539,0,0,0,0,0.143339545047433,1.02553000604522
sample157,0.132188393741708,1.52447709167084e-05,0,0,0.0447463988384455,0.196535374998027,0,0,0,0,0.0387606856626089,0,0.124454223775087,0.203218576867318,0.00586743592864653,0.130174365575506,0,0.044620598907002,0.027146183185292,0,0.0466013653321247,0.00567115241731799,0,0.274001867683432,0.97043977798698
sample158,0.0664045712166353,0,0.0201901262152013,0,0,0.424602282064495,0,0,0,0,0.0163545753256422,0,0.0891426904590267,0,0.0366915741443339,0.276469967407025,0.02681047387528,0,0.0251511388486669,0,0.0181826004436938,0,0,0.120654878758825,1.0361038682898
sample159,0.476966175219371,0,0.0115522524221213,0.0828879049201615,0,0.137952216068727,0.0188357610401074,0,0.015104090848735,0,0.0199329804805467,0,0.025828561401295,0.0437546830458135,0.0010044003705562,0.0658819352680877,0.000216117039318592,0.0510235822219886,0.0490593396531699,0,0,0,0,0.65052477331118,0.763700507401579
sample160,0.0931476065051411,0,0.0174005312759443,0.0439764472572616,0.049641456414096,0.210226136406925,0.0014377148577863,0,0,0,0.0100686774822664,0.00524580402404169,0.0875564408961178,0,0.00718569317133518,0.214197300640029,0,0,0.250777485434714,0,0.00589398028027173,0.00324472535406948,0,0.213042468134161,0.995002994911993
sample161,0.180520480418928,0,0.0315326011479853,0.0635331974057031,0,0.247877849033293,0,0,0.0140541244748982,0,0,0.0084765591855335,0,0.118155831052679,0.0018346932501951,0.234293406815707,0.0204816087267216,0.0177070879904106,0.0399796944622552,0,0,0.0215528660356903,0,0.252767407815966,0.982161344292404
sample162,0.116160707582747,0,0.00440710492025701,0.0451415747717614,0,0.308652743614259,0,0,0,0,0.0262186543411349,0,0.0471529061878707,0.153403215147007,0.0591511220950252,0.175749399148216,0,0.00624942050481341,0.0519237537963295,0,0,0.00578939789057921,0,0.233694199570193,0.988217906698493
sample163,0.0919445916429993,0,0.00828335243076223,0.0636989568041747,0,0.199020865741716,0.000409995334090901,0,0,0,0.00959886519197109,0.00820631686498407,0.0402571473585499,0.180873207341788,0,0.298729605604736,0,0.0204019608966531,0.0713770718109692,0,0,0.00719806297660476,0,0.358535420082257,0.935655807637545
sample164,0.142430452242823,0,0,0.1008045949081,0,0.289181478385473,0.00394402749479172,0,0,0,0.0106509517639654,0,0.0200873316325838,0.0605158489997329,0.0221933125996207,0.248125266496748,0.0353784542243779,0,0.0591965471031188,0,0,0.00749173414866457,0,0.314753979770298,0.95386764869722
sample165,0.121382680992128,0,0,0.127987001537615,0,0.234357818519791,0,0.0205356558704913,0.0154707522493931,0,0.0711798092018229,0,0,0.16093567533801,0.0722458045502837,0.132469511643044,0,0.0361660414719756,0.00726924862544531,0,0,0,0,0.165702141407216,1.02474029591714
sample166,0.309167069710213,0.216985611736747,0,0.0722213244048404,0.0215067279090684,0.193724073202555,0.0198942825810729,0,0,0,0.0449098323493939,0,0.0116566065561271,0.0191944428711342,0.0190092447090772,0.0419116309849026,0,0.0298191529848685,0,0,0,0,0,0.691931799326053,0.728350197009568
sample167,0.346501887318398,0,0.0295181418718116,0,0.0530691762946363,0.162253296104933,0.0157406285697145,0,0.00706596630896031,0,0.0572329259020224,0,0.0263253124388231,0.16536314754313,0.00597971656129242,0.101364946575614,0,0.00970340581568819,0,0.00628655075457364,0,0.0135948979404028,0,0.432699712862451,0.902641367767861
sample168,0.0141764666237031,0,0.0464598918087686,0.00723728002834628,0,0.273389511088034,0.0211416670297043,0,0,0,0.014935077299726,0,0.0946405292405918,0.0845823295638091,0.0257724509835304,0.193576535021179,0.0620685512699475,0.0474566805888396,0.0607186934390847,0,0.0403895038940761,0.0134548321206597,0,0.133290590626378,1.01954135644528
sample169,0.127989167438845,0,0.0585925018054577,0.118057216144808,0,0.245276719781322,0,0,0.00244138643222147,0,0,0.0249932151351933,0.0861802297696359,0.128875350954227,0.0230996689404335,0.0413502419391301,0.039013814180756,0.0115214565832596,0.0861487811131363,0,0.00646024978157333,0,0,0.279438994452379,0.967816056696253
sample170,0,0.0711814566475194,0.00381400104844765,0,0,0.380141788377044,0,0,0,0,0.00935057898780852,0.00742966128147788,0.0653392677939413,0.00173344414527245,0.0377599648258455,0.234408132996988,0.0553973092712065,0.0303162648051455,0.0879307792095497,0,0,0.0151973506097543,0,0.112519400978139,1.03211321773838
sample171,0.0460892459817194,0,0.00440777349474542,0,0,0.287064956352341,0,0,0,0,0,0.0145394932526617,0.169468329792202,0.0221061580460959,0.0147469808789203,0.159512834908567,0.0840426923456832,0.0721479883280455,0.0632892640381497,0,0.062584282580869,0,0,0.0662081696360297,1.04456734825359
sample172,0.105221467211963,0,0,0.0417874984288317,0,0.295728100978346,0.00285056102953103,0,0,0,0.0220680876929786,0,0.0263468008673551,0.119921086471131,0.0836157460494678,0.15599098584191,0.0404996205804274,0.00685690659665876,0.0821936151293563,0,0,0.0169195231220432,0,0.168098428056873,1.01217193418016
sample173,0,0.0340170931923671,0,0,0,0.182064757145811,0,0.00411080602684468,0,0,0.0321694636329699,0,0.0322416564359613,0.231380819355072,0.0218658897160426,0.363071942901451,0.00306449728614606,0.0409960193612777,0.0422465466031334,0,0.0127705083429228,0,0,0.140483338376107,1.04378731030332
sample174,0.0924004031760265,0,0,0.057117987998398,0,0.338330652723851,0,0,0,0,0.0544099016142331,0,0.0297448304311198,0.101669980819438,0.0467721166449585,0.169812321002328,0.0444893356907864,0,0.0652524698988605,0,0,0,0,0.19708713302525,1.00269163344773
sample175,0.115858433385939,0,0.0461681012938069,0.012602177313411,0,0.410441743601781,0.0210454394718371,0,0.0129522974094564,0,0.0672261149761487,0,0.0155567320025875,0,0,0.146997134664569,0.0721090267005424,0.0556519485022946,0,0.0233908506776266,0,0,0,0.0558750861739414,1.06616137032895
sample176,0.0372304312047684,0,0.021334647200128,0.102299475548637,0,0.279774095408761,0,0.0140854877318462,0,0,0.0450557806243048,0,0.0206768303686628,0.146122220648568,0.039003566541512,0.207630479278748,0,0.0262114505373713,0.0563196529020721,0,0,0.00425588200462033,0,0.0339212348822502,1.07133333207708
